"","""LEW.STD.1""","""LEW.STD.2""","""LEW.STD.3""","""LEW.STD.4""","""LEW.STD.5""","""WKY.STD.1""","""WKY.STD.2""","""WKY.STD.3""","""WKY.STD.4""","""WKY.STD.5""","""LEW.CAF.1""","""LEW.CAF.2""","""LEW.CAF.3""","""LEW.CAF.4""","""LEW.CAF.5""","""WKY.CAF.1""","""WKY.CAF.2""","""WKY.CAF.3""","""WKY.CAF.4""","""WKY.CAF.5"""
"Aqp1",7.49807195356485,7.88039027551233,8.75140808557872,9.31386846469267,8.38731965433896,7.2855220910783,7.75016370671592,8.25762613365152,7.45495682406873,7.59867100864718,9.2123224255413,9.26682540274933,9.73255368185108,8.11091415465425,8.26028474975686,8.13035655853629,7.64955863777897,7.28074778497005,8.17510243952562,8.19452987753638
"Id1",8.42531624406467,8.9393934008764,8.6290713600972,7.93555964253383,8.05754499796162,8.80777294195217,10.1986308399608,9.67948189264748,9.740234078271,10.4865188510406,8.60861023425753,9.19840072589148,7.97229865989661,7.77738475887008,8.83451477365311,9.52159940085815,9.28623599490002,8.84058747034168,9.38681035920005,9.49562825665332
"Tnfsf15",7.87370333154416,8.10115055604162,7.70019925545982,7.44004541081496,8.19974005685838,9.78322998752929,9.71799081225218,9.6286766461795,9.46566494949911,9.64646132200351,8.05803465563045,7.86631763473931,7.66590278937869,7.77492013511116,8.7082668409619,9.42791393710351,9.74825827375799,9.28528266899093,9.48289278451796,9.54013627465827
"Alox5",5.89254875785663,6.22967395112868,5.967914933963,6.20530493518959,5.93100849641708,6.31342862163591,7.78854730034543,7.21038864997017,6.78627020431645,7.54751407098301,6.04074357835261,6.43147839176188,6.1161741218265,5.94185667517842,6.29851575219121,7.09519794005908,6.62761242479394,6.18506510652196,6.77500541314696,7.02472087926645
"Dgat2",8.67406601745169,9.30222007141758,9.33487279659128,8.99519700829317,9.12255800713257,9.78787980031031,11.7638029763885,11.3419945368514,11.2195790072353,12.0003775439195,9.06491140400435,10.1406310501337,8.98861285876566,8.43078964955702,9.9071331665244,11.2669468916509,10.5704902641924,10.1595373553396,10.9671396131838,11.1140225048176
"Bglap",7.9346724461801,8.33430757405176,8.0688223564105,9.1103133265597,8.44040228919035,7.39769301618983,7.3715087789109,7.19736696675513,7.05462871191931,6.73400594373576,8.21467240740704,7.85079724552773,8.35526442547459,9.11571044838717,8.51767156108842,7.06842228834334,7.12414700743464,6.99965846694885,7.39830480768797,7.21670110023546
"Cav1",6.25006268744609,6.28579701404099,6.16802842726251,5.85989820524483,6.10495710056527,6.72476404900218,6.54307240434184,6.76866169451689,6.56814391144728,7.20337345989473,6.03763029609875,5.86128748904952,6.06096755558121,6.16632249230797,6.13828850895045,6.87386839604837,7.00701005257416,7.00673947582776,7.15324944012116,7.38540271714427
"Hbegf",6.71985532364549,7.98658094634324,6.96064671641582,6.82569775257463,7.09921244787601,8.66248014842378,8.25350381445931,8.05122155451346,8.29276216081227,8.45637059179375,6.93452609106721,6.7173862767908,6.91062479393159,7.14071586917879,8.14152261775446,8.21606546749219,7.93415846404819,8.21454460570065,8.01896774694982,7.91850794058122
"Il1rl1",5.82201478566499,5.84442098582349,5.6647601634438,5.76097361929759,5.36904381275824,6.69412140933341,7.4296823678789,6.79649116997623,6.72687607118147,7.36490418769164,5.71193955825634,5.89261264075713,5.71920331018954,5.82167209366003,5.39941263113417,6.74083043237082,6.64415600408354,6.2807716524605,6.87784624187168,6.78322615605524
"F3",9.52454827119992,8.929848795921,8.72792943801815,7.60980536759719,8.30655604161736,9.92123486656933,10.6313696945385,10.555707026168,10.4216326116834,10.165232811615,8.55588558836298,7.10536171934301,7.75620634098739,8.13181388448387,10.2698540037028,10.0314744269461,9.9911609180862,9.92300250132271,9.57108970688668,9.56151929614264
"Fn1",12.5675440879028,12.5715471365073,12.3461950881232,12.7451468784906,12.3463152866745,11.1897961317962,11.6235285533088,11.2135964051657,10.9341940716304,11.1580263393636,12.5375319493382,12.5328103550783,12.7864408465575,12.2524771282914,12.3464518789418,11.3064596020518,11.040900288677,10.7012178449619,11.0362254089232,11.3998606535842
"Ifng",5.57290866353899,6.71443380620318,5.85192133816602,6.0814197361269,5.84203336688766,6.84053149796214,7.35635918438192,6.83170177124142,9.23712807583698,7.91744177751796,5.63144290802789,5.77983673643999,5.71151196602213,5.81343994483434,6.21609398890304,6.78239465639643,6.4145420888355,6.58343057891472,6.33396861245139,6.59576791886376
"Alas2",8.78511989548103,9.75721026935351,11.0014035988893,11.8406612089599,10.9490759904901,10.1926235606961,10.3282292075123,10.9274384283066,9.22234967610755,9.84437369595343,11.7913337189955,11.9954984515968,12.1705410332894,10.7009215547973,10.9022938334627,10.8207760359792,10.3142180091985,8.77623734827194,10.9136861009155,10.8498558434362
"Sfxn5",6.79599764676937,6.90219588005546,6.83766538358195,7.04959984791088,7.08217531125513,7.44648849552462,8.35371002609933,7.94867057280019,7.69527040399024,8.26023503935188,7.06044687267997,7.14006065045334,7.04512293555539,7.09033191522819,7.25519989324974,7.77808794255481,7.66676441467715,7.5755348706956,7.98334723877221,8.05793156008065
"Gzma",8.44424246515307,8.68801115721609,8.35314623772369,9.41461756960334,8.85499069293391,9.89909449244229,10.4793470153949,10.6836712195463,10.5122531990709,10.8446801773506,8.65298520990945,8.95024592213433,7.88277494095074,8.24214839220676,8.16079014979081,9.9723796101993,9.9722422044892,10.2313520820304,10.0878999391797,9.8053637773897
"Ccr9",6.777016199504,6.62165868755062,6.85926756538766,7.10671335069645,7.43650334356628,8.18720664495802,7.7113942259253,7.48887769837511,8.56946580504697,7.94649965754068,6.4852811547117,5.99225714921119,7.00274630594796,7.31547136484891,7.46311097702268,7.81599354698818,7.81820245393533,8.18779614538648,8.33645114708427,8.06631697142709
"Mx2",5.99631508169625,6.12771466077305,6.14057674692158,6.3622513888683,5.88362376727535,8.72150396070523,8.43817090327745,8.97986146059627,7.81966062293109,8.43163086054796,6.37469103128221,5.85069049218653,5.94464569354651,5.89250569237212,6.19262621812979,7.55845704100069,7.84365905428629,7.40281143070769,8.23357650989472,7.7425454276294
"Akr1b8",11.1834399608313,12.072669992891,11.7516963621114,10.3149952087343,12.0852282715847,11.8847818212482,10.5021556348362,10.586970184882,10.4241367668552,10.3699013163732,10.6509026481942,11.4728922928682,10.7158810777863,11.7744798368974,12.1899417685797,9.9410897252936,10.1122257215725,9.75221711404249,10.1729424378685,10.3086045275366
"Chst15",6.72585896000509,7.45236344443755,6.93852417138273,6.81225855454001,6.7688777354281,8.11819027827277,8.51992630642064,8.03400221016591,8.23647849781366,8.07300631510484,6.94619400910812,7.19535922851332,7.02830224821955,6.69023802195434,7.05236158316014,8.40611621603271,8.14602929071987,8.14363359639404,8.22452084543503,8.0964012379236
"Lgr4",6.17290941472351,6.36137906096331,6.23023337055336,6.41311297550853,6.10549930068585,7.42990533520833,6.93232494830409,6.77345030077781,7.09974969371283,7.22624043951166,6.03953924969624,6.15972283644531,5.92362625404581,6.1054229526015,6.05035247427823,7.08173958387734,7.3755860257547,7.38741518781561,7.51722128789658,7.56569045203724
"Nlrp3",11.6735072679451,11.729728249493,11.3741308282093,10.5707622632753,10.7201984055564,12.0983693717654,12.6205730255529,12.3273398922308,12.067854937886,12.4068247461846,11.5234986843442,11.2646031279211,11.1282649670491,10.6714940870433,11.3893481236654,12.2689758314078,12.1829016064574,11.8719642062264,12.2251447106394,12.3698812628635
"Ccl7",9.87023043970074,9.4398907346294,9.18047009660054,8.87044570656378,10.9516997134321,10.2167971489504,11.1755796728791,10.7087854174043,10.9186955092059,10.3846182088081,7.92871520028419,7.75910035306844,8.74147588164184,10.2025858690303,11.0248605020117,10.7924598519028,10.4504449837443,10.1659442845631,10.6875172281176,10.7739540055734
"Tm4sf19",6.89015252406843,7.72993576327542,7.37823175407655,7.94134776280583,8.52864278759424,9.21541964795087,8.82330256927355,8.4759296512673,9.37026285708192,9.25577832857871,6.77292275970863,6.71959204363625,6.99897614742646,7.83013102634112,8.71062838923153,8.20479728244034,7.8848328735965,8.25778005508324,8.13704831840139,8.09763838689048
"Retnlg",6.83880574176758,8.150500243245,7.87857100893382,7.17644739602221,7.64712258437684,9.99114418050619,11.4839863298029,11.157248263896,10.7109725002348,11.4800066998617,7.52591662896097,9.86497401097182,8.31124442961388,8.00500192472486,8.89607287107837,10.850496471561,10.448048860411,9.5161802034933,10.6464578046789,10.8549305708193
"Mis18a",6.71337960774169,6.33155823881934,6.23271817241415,6.30535437811666,6.52931793932255,4.97540746147901,5.33536499594013,5.42072179128456,5.20036653267028,5.36089143522033,6.71347239097888,6.37762224948189,6.5116312732228,6.64900123339555,6.83918263460281,5.09084211188694,5.44098411159941,5.37287864459206,5.45647181044501,5.48803097966294
"RGD1559710",5.44300104691492,5.82920755047706,5.43598289534393,5.99782361533201,5.70037529124196,6.67401913533707,6.86072934414157,6.94459858380521,6.99440389450267,6.77184476987392,4.97037598273733,4.66308012646943,5.62922222980622,5.37291290394236,5.72568096427819,6.27444032310319,6.85276824747274,6.42793378935582,7.13074897548043,6.84028733570965
"LOC288521",7.9140386639949,7.67439436753687,7.75750063460552,7.49720601670117,7.50997379943486,6.66007315540307,6.22042003075526,6.5796288168126,6.4125589763929,6.8552201704231,7.71294354425167,7.31497906901362,7.79928044482281,8.1482236379656,7.68669021079277,6.29526770006399,6.48089435917922,6.63731916431842,6.58394750727701,6.62461374969723
"Prg4",9.82233513174046,10.260558199529,9.82504212116025,9.37715293081294,10.3642264783336,8.50293377302873,9.17069993759002,8.40802191325541,8.56295678210612,9.23368002275359,9.78763072091609,10.0332115108358,9.71978846485236,9.98143846397281,10.8139577593891,8.71282199469015,8.35889783534861,8.18660084117765,8.58912529510084,9.03400509743977
"Tlr5",6.71545791670329,6.96071751173843,6.99911706066706,7.29194192404553,6.98971347212512,6.93295679849188,8.41905326068404,7.88674496305341,8.25673573575708,8.46748780348312,7.10516801590619,7.45045168687142,7.15135198837939,6.81643020017604,7.03974351925676,7.77491417409605,7.48859079057673,7.04251382881408,7.37709687795615,7.52499921780788
"G0s2",9.9617392588906,10.1082674829351,10.0524341369782,10.0802833475021,9.75212893725995,10.6438271067744,11.533383388592,11.3612487731499,10.9930153745417,11.3971192926463,10.0926919117575,10.2121427876272,10.2855082361973,9.66677546630922,10.1390470091659,10.9150597591008,10.6986347313341,10.2194786995184,10.8067848152349,10.9702701146516
"Upp1",8.86330399167035,9.10531875551797,9.01671764942414,8.6860189977949,8.99979118771413,10.1072444273291,10.8235388004353,10.4776045689196,10.1351879772898,10.6635054357025,9.08667572249159,9.83536657045586,8.92038380269357,8.60243825497104,9.42470154627108,10.4103633876624,10.2936929831916,9.8653623748101,10.5213388423853,10.6951548463919
